,Gemeente,Latitude,Longitude,Provincie,Continent,Land,Discipline,Frequentie
6605,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Afrika,Marokko,podium,3
6606,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Turkije,Concert,2
6607,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Turkije,Tentoonstelling,0
6608,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Turkije,podium,0
6609,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Pakistan,Concert,0
6610,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Pakistan,Tentoonstelling,0
6611,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Azië,Pakistan,podium,1
6612,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Nederland,Concert,3
6613,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Nederland,Tentoonstelling,0
6614,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Nederland,podium,0
6615,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Duitsland,Concert,1
6616,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Duitsland,Tentoonstelling,0
6617,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Duitsland,podium,0
6618,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Letland,Concert,1
6619,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Letland,Tentoonstelling,0
6620,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Letland,podium,0
6621,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Frankrijk,Concert,4
6622,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Frankrijk,Tentoonstelling,0
6623,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Frankrijk,podium,0
6624,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Verenigd Koninkrijk,Concert,1
6625,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6626,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Verenigd Koninkrijk,podium,0
6627,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Kroatië,Concert,0
6628,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Kroatië,Tentoonstelling,0
6629,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Kroatië,podium,1
6630,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Spanje,Concert,1
6631,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Spanje,Tentoonstelling,0
6632,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Europa,Spanje,podium,0
6633,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Noord-Amerika,Verenigde Staten,Concert,2
6634,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
6635,Houthalen-Helchteren,51.0312424,5.3765453,Limburg,Noord-Amerika,Verenigde Staten,podium,0
6636,Beringen,51.04793,5.21862,Limburg,Azië,Libanon,Concert,2
6637,Beringen,51.04793,5.21862,Limburg,Azië,Libanon,Tentoonstelling,0
6638,Beringen,51.04793,5.21862,Limburg,Azië,Libanon,podium,0
6639,Beringen,51.04793,5.21862,Limburg,Azië,China,Concert,1
6640,Beringen,51.04793,5.21862,Limburg,Azië,China,Tentoonstelling,0
6641,Beringen,51.04793,5.21862,Limburg,Azië,China,podium,0
6642,Beringen,51.04793,5.21862,Limburg,Afrika,Egypte,Concert,1
6643,Beringen,51.04793,5.21862,Limburg,Afrika,Egypte,Tentoonstelling,0
6644,Beringen,51.04793,5.21862,Limburg,Afrika,Egypte,podium,0
6645,Beringen,51.04793,5.21862,Limburg,Afrika,Zuid-Afrika,Concert,1
6646,Beringen,51.04793,5.21862,Limburg,Afrika,Zuid-Afrika,Tentoonstelling,0
6647,Beringen,51.04793,5.21862,Limburg,Afrika,Zuid-Afrika,podium,0
6648,Beringen,51.04793,5.21862,Limburg,Noord-Amerika,Verenigde Staten,Concert,3
6649,Beringen,51.04793,5.21862,Limburg,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
6650,Beringen,51.04793,5.21862,Limburg,Noord-Amerika,Verenigde Staten,podium,0
6651,Beringen,51.04793,5.21862,Limburg,Zuid-Amerika,Uruguay,Concert,1
6652,Beringen,51.04793,5.21862,Limburg,Zuid-Amerika,Uruguay,Tentoonstelling,0
6653,Beringen,51.04793,5.21862,Limburg,Zuid-Amerika,Uruguay,podium,0
6654,Beringen,51.04793,5.21862,Limburg,Oceanië,Australië,Concert,1
6655,Beringen,51.04793,5.21862,Limburg,Oceanië,Australië,Tentoonstelling,0
6656,Beringen,51.04793,5.21862,Limburg,Oceanië,Australië,podium,0
6657,Beringen,51.04793,5.21862,Limburg,Europa,Nederland,Concert,0
6658,Beringen,51.04793,5.21862,Limburg,Europa,Nederland,Tentoonstelling,0
6659,Beringen,51.04793,5.21862,Limburg,Europa,Nederland,podium,1
6660,Beringen,51.04793,5.21862,Limburg,Europa,Italië,Concert,5
6661,Beringen,51.04793,5.21862,Limburg,Europa,Italië,Tentoonstelling,0
6662,Beringen,51.04793,5.21862,Limburg,Europa,Italië,podium,0
6663,Beringen,51.04793,5.21862,Limburg,Europa,Duitsland,Concert,0
6664,Beringen,51.04793,5.21862,Limburg,Europa,Duitsland,Tentoonstelling,0
6665,Beringen,51.04793,5.21862,Limburg,Europa,Duitsland,podium,1
6666,Beringen,51.04793,5.21862,Limburg,Europa,Rusland,Concert,0
6667,Beringen,51.04793,5.21862,Limburg,Europa,Rusland,Tentoonstelling,1
6668,Beringen,51.04793,5.21862,Limburg,Europa,Rusland,podium,0
6669,Beringen,51.04793,5.21862,Limburg,Europa,Zwitserland,Concert,1
6670,Beringen,51.04793,5.21862,Limburg,Europa,Zwitserland,Tentoonstelling,0
6671,Beringen,51.04793,5.21862,Limburg,Europa,Zwitserland,podium,0
6672,Beringen,51.04793,5.21862,Limburg,Europa,Bulgarije,Concert,3
6673,Beringen,51.04793,5.21862,Limburg,Europa,Bulgarije,Tentoonstelling,0
6674,Beringen,51.04793,5.21862,Limburg,Europa,Bulgarije,podium,0
6675,Beringen,51.04793,5.21862,Limburg,Europa,Tsjechië,Concert,3
6676,Beringen,51.04793,5.21862,Limburg,Europa,Tsjechië,Tentoonstelling,0
6677,Beringen,51.04793,5.21862,Limburg,Europa,Tsjechië,podium,0
6678,Beringen,51.04793,5.21862,Limburg,Europa,Albanië,Concert,2
6679,Beringen,51.04793,5.21862,Limburg,Europa,Albanië,Tentoonstelling,0
6680,Beringen,51.04793,5.21862,Limburg,Europa,Albanië,podium,0
6681,Beringen,51.04793,5.21862,Limburg,Europa,Frankrijk,Concert,4
6682,Beringen,51.04793,5.21862,Limburg,Europa,Frankrijk,Tentoonstelling,0
6683,Beringen,51.04793,5.21862,Limburg,Europa,Frankrijk,podium,0
6684,Beringen,51.04793,5.21862,Limburg,Europa,Verenigd Koninkrijk,Concert,3
6685,Beringen,51.04793,5.21862,Limburg,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6686,Beringen,51.04793,5.21862,Limburg,Europa,Verenigd Koninkrijk,podium,0
6687,Beringen,51.04793,5.21862,Limburg,Europa,Spanje,Concert,4
6688,Beringen,51.04793,5.21862,Limburg,Europa,Spanje,Tentoonstelling,0
6689,Beringen,51.04793,5.21862,Limburg,Europa,Spanje,podium,0
6690,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Nederland,Concert,0
6691,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Nederland,Tentoonstelling,0
6692,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Nederland,podium,1
6693,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Duitsland,Concert,0
6694,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Duitsland,Tentoonstelling,0
6695,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Duitsland,podium,1
6696,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Letland,Concert,0
6697,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Letland,Tentoonstelling,0
6698,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Letland,podium,1
6699,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Rusland,Concert,0
6700,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Rusland,Tentoonstelling,0
6701,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Rusland,podium,2
6702,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Verenigd Koninkrijk,Concert,0
6703,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6704,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Verenigd Koninkrijk,podium,1
6705,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Spanje,Concert,0
6706,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Spanje,Tentoonstelling,0
6707,Dilsen-Stokkem,51.0301998,5.7000888,Limburg,Europa,Spanje,podium,1
6708,Beernem,51.1424568,3.3409522,West Flanders,Azië,Turkije,Concert,0
6709,Beernem,51.1424568,3.3409522,West Flanders,Azië,Turkije,Tentoonstelling,1
6710,Beernem,51.1424568,3.3409522,West Flanders,Azië,Turkije,podium,0
6711,Beernem,51.1424568,3.3409522,West Flanders,Azië,China,Concert,0
6712,Beernem,51.1424568,3.3409522,West Flanders,Azië,China,Tentoonstelling,1
6713,Beernem,51.1424568,3.3409522,West Flanders,Azië,China,podium,0
6714,Beernem,51.1424568,3.3409522,West Flanders,Europa,Nederland,Concert,0
6715,Beernem,51.1424568,3.3409522,West Flanders,Europa,Nederland,Tentoonstelling,0
6716,Beernem,51.1424568,3.3409522,West Flanders,Europa,Nederland,podium,1
6717,Beernem,51.1424568,3.3409522,West Flanders,Europa,Italië,Concert,0
6718,Beernem,51.1424568,3.3409522,West Flanders,Europa,Italië,Tentoonstelling,1
6719,Beernem,51.1424568,3.3409522,West Flanders,Europa,Italië,podium,0
6720,Beernem,51.1424568,3.3409522,West Flanders,Europa,Duitsland,Concert,0
6721,Beernem,51.1424568,3.3409522,West Flanders,Europa,Duitsland,Tentoonstelling,0
6722,Beernem,51.1424568,3.3409522,West Flanders,Europa,Duitsland,podium,2
6723,Beernem,51.1424568,3.3409522,West Flanders,Europa,Griekenland,Concert,0
6724,Beernem,51.1424568,3.3409522,West Flanders,Europa,Griekenland,Tentoonstelling,1
6725,Beernem,51.1424568,3.3409522,West Flanders,Europa,Griekenland,podium,0
6726,Beernem,51.1424568,3.3409522,West Flanders,Europa,Macedonië,Concert,0
6727,Beernem,51.1424568,3.3409522,West Flanders,Europa,Macedonië,Tentoonstelling,1
6728,Beernem,51.1424568,3.3409522,West Flanders,Europa,Macedonië,podium,0
6729,Beernem,51.1424568,3.3409522,West Flanders,Europa,Albanië,Concert,0
6730,Beernem,51.1424568,3.3409522,West Flanders,Europa,Albanië,Tentoonstelling,1
6731,Beernem,51.1424568,3.3409522,West Flanders,Europa,Albanië,podium,0
6732,Beernem,51.1424568,3.3409522,West Flanders,Europa,Slovenië,Concert,0
6733,Beernem,51.1424568,3.3409522,West Flanders,Europa,Slovenië,Tentoonstelling,1
6734,Beernem,51.1424568,3.3409522,West Flanders,Europa,Slovenië,podium,0
6735,Beernem,51.1424568,3.3409522,West Flanders,Europa,Frankrijk,Concert,0
6736,Beernem,51.1424568,3.3409522,West Flanders,Europa,Frankrijk,Tentoonstelling,1
6737,Beernem,51.1424568,3.3409522,West Flanders,Europa,Frankrijk,podium,0
6738,Zele,51.0700765,4.0403498,East Flanders,Europa,Nederland,Concert,0
6739,Zele,51.0700765,4.0403498,East Flanders,Europa,Nederland,Tentoonstelling,3
6740,Zele,51.0700765,4.0403498,East Flanders,Europa,Nederland,podium,0
6741,Zele,51.0700765,4.0403498,East Flanders,Europa,Duitsland,Concert,0
6742,Zele,51.0700765,4.0403498,East Flanders,Europa,Duitsland,Tentoonstelling,1
6743,Zele,51.0700765,4.0403498,East Flanders,Europa,Duitsland,podium,0
6744,Zele,51.0700765,4.0403498,East Flanders,Europa,Polen,Concert,3
6745,Zele,51.0700765,4.0403498,East Flanders,Europa,Polen,Tentoonstelling,0
6746,Zele,51.0700765,4.0403498,East Flanders,Europa,Polen,podium,0
6747,Zele,51.0700765,4.0403498,East Flanders,Europa,Estland,Concert,2
6748,Zele,51.0700765,4.0403498,East Flanders,Europa,Estland,Tentoonstelling,0
6749,Zele,51.0700765,4.0403498,East Flanders,Europa,Estland,podium,0
6750,Zele,51.0700765,4.0403498,East Flanders,Europa,Verenigd Koninkrijk,Concert,0
6751,Zele,51.0700765,4.0403498,East Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,1
6752,Zele,51.0700765,4.0403498,East Flanders,Europa,Verenigd Koninkrijk,podium,0
6753,Zele,51.0700765,4.0403498,East Flanders,Europa,Denemarken,Concert,1
6754,Zele,51.0700765,4.0403498,East Flanders,Europa,Denemarken,Tentoonstelling,0
6755,Zele,51.0700765,4.0403498,East Flanders,Europa,Denemarken,podium,0
6756,Zwevegem,50.8129259,3.332698,West Flanders,Noord-Amerika,Verenigde Staten,Concert,0
6757,Zwevegem,50.8129259,3.332698,West Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,1
6758,Zwevegem,50.8129259,3.332698,West Flanders,Noord-Amerika,Verenigde Staten,podium,0
6759,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Duitsland,Concert,0
6760,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Duitsland,Tentoonstelling,1
6761,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Duitsland,podium,0
6762,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Nederland,Concert,0
6763,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Nederland,Tentoonstelling,3
6764,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Nederland,podium,0
6765,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Zwitserland,Concert,0
6766,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Zwitserland,Tentoonstelling,1
6767,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Zwitserland,podium,0
6768,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Frankrijk,Concert,0
6769,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Frankrijk,Tentoonstelling,1
6770,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Frankrijk,podium,0
6771,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
6772,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,2
6773,Zwevegem,50.8129259,3.332698,West Flanders,Europa,Verenigd Koninkrijk,podium,0
6774,Zwevegem,50.8129259,3.332698,West Flanders,Zuid-Amerika,Argentinië,Concert,0
6775,Zwevegem,50.8129259,3.332698,West Flanders,Zuid-Amerika,Argentinië,Tentoonstelling,2
6776,Zwevegem,50.8129259,3.332698,West Flanders,Zuid-Amerika,Argentinië,podium,0
6777,Brasschaat,51.29227,4.49419,Antwerp,Afrika,Madagaskar,Concert,0
6778,Brasschaat,51.29227,4.49419,Antwerp,Afrika,Madagaskar,Tentoonstelling,1
6779,Brasschaat,51.29227,4.49419,Antwerp,Afrika,Madagaskar,podium,0
6780,Brasschaat,51.29227,4.49419,Antwerp,Centraal-Amerika,Mexico,Concert,1
6781,Brasschaat,51.29227,4.49419,Antwerp,Centraal-Amerika,Mexico,Tentoonstelling,0
6782,Brasschaat,51.29227,4.49419,Antwerp,Centraal-Amerika,Mexico,podium,0
6783,Brasschaat,51.29227,4.49419,Antwerp,Zuid-Amerika,Argentinië,Concert,3
6784,Brasschaat,51.29227,4.49419,Antwerp,Zuid-Amerika,Argentinië,Tentoonstelling,0
6785,Brasschaat,51.29227,4.49419,Antwerp,Zuid-Amerika,Argentinië,podium,0
6786,Brasschaat,51.29227,4.49419,Antwerp,Noord-Amerika,Verenigde Staten,Concert,0
6787,Brasschaat,51.29227,4.49419,Antwerp,Noord-Amerika,Verenigde Staten,Tentoonstelling,1
6788,Brasschaat,51.29227,4.49419,Antwerp,Noord-Amerika,Verenigde Staten,podium,0
6789,Brasschaat,51.29227,4.49419,Antwerp,Azië,Sri Lanka,Concert,1
6790,Brasschaat,51.29227,4.49419,Antwerp,Azië,Sri Lanka,Tentoonstelling,0
6791,Brasschaat,51.29227,4.49419,Antwerp,Azië,Sri Lanka,podium,0
6792,Brasschaat,51.29227,4.49419,Antwerp,Europa,Nederland,Concert,0
6793,Brasschaat,51.29227,4.49419,Antwerp,Europa,Nederland,Tentoonstelling,1
6794,Brasschaat,51.29227,4.49419,Antwerp,Europa,Nederland,podium,0
6795,Brasschaat,51.29227,4.49419,Antwerp,Europa,Duitsland,Concert,0
6796,Brasschaat,51.29227,4.49419,Antwerp,Europa,Duitsland,Tentoonstelling,1
6797,Brasschaat,51.29227,4.49419,Antwerp,Europa,Duitsland,podium,0
6798,Brasschaat,51.29227,4.49419,Antwerp,Europa,Letland,Concert,0
6799,Brasschaat,51.29227,4.49419,Antwerp,Europa,Letland,Tentoonstelling,0
6800,Brasschaat,51.29227,4.49419,Antwerp,Europa,Letland,podium,1
6801,Brasschaat,51.29227,4.49419,Antwerp,Europa,Zweden,Concert,0
6802,Brasschaat,51.29227,4.49419,Antwerp,Europa,Zweden,Tentoonstelling,0
6803,Brasschaat,51.29227,4.49419,Antwerp,Europa,Zweden,podium,2
6804,Brasschaat,51.29227,4.49419,Antwerp,Europa,Polen,Concert,0
6805,Brasschaat,51.29227,4.49419,Antwerp,Europa,Polen,Tentoonstelling,0
6806,Brasschaat,51.29227,4.49419,Antwerp,Europa,Polen,podium,1
6807,Brasschaat,51.29227,4.49419,Antwerp,Europa,Frankrijk,Concert,1
6808,Brasschaat,51.29227,4.49419,Antwerp,Europa,Frankrijk,Tentoonstelling,0
6809,Brasschaat,51.29227,4.49419,Antwerp,Europa,Frankrijk,podium,0
6810,Brasschaat,51.29227,4.49419,Antwerp,Europa,Verenigd Koninkrijk,Concert,0
6811,Brasschaat,51.29227,4.49419,Antwerp,Europa,Verenigd Koninkrijk,Tentoonstelling,2
6812,Brasschaat,51.29227,4.49419,Antwerp,Europa,Verenigd Koninkrijk,podium,0
6813,Brasschaat,51.29227,4.49419,Antwerp,Europa,Kroatië,Concert,0
6814,Brasschaat,51.29227,4.49419,Antwerp,Europa,Kroatië,Tentoonstelling,0
6815,Brasschaat,51.29227,4.49419,Antwerp,Europa,Kroatië,podium,1
6816,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Nederland,Concert,0
6817,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Nederland,Tentoonstelling,5
6818,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Nederland,podium,0
6819,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Duitsland,Concert,0
6820,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Duitsland,Tentoonstelling,2
6821,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Duitsland,podium,0
6822,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Spanje,Concert,0
6823,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Spanje,Tentoonstelling,0
6824,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Spanje,podium,1
6825,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Verenigd Koninkrijk,Concert,0
6826,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6827,Zelzate,51.1987114,3.8119772,East Flanders,Europa,Verenigd Koninkrijk,podium,1
6828,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Zwitserland,Concert,0
6829,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Zwitserland,Tentoonstelling,0
6830,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Zwitserland,podium,1
6831,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Frankrijk,Concert,0
6832,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Frankrijk,Tentoonstelling,0
6833,Oosterzele,50.9467651,3.8155053,East Flanders,Europa,Frankrijk,podium,1
6834,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Ierland,Concert,0
6835,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Ierland,Tentoonstelling,0
6836,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Ierland,podium,4
6837,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Roemenië,Concert,0
6838,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Roemenië,Tentoonstelling,2
6839,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Roemenië,podium,0
6840,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,0
6841,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6842,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,1
6843,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Griekenland,Concert,0
6844,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Griekenland,Tentoonstelling,0
6845,Zemst,50.985535,4.4558434,Flemish Brabant,Europa,Griekenland,podium,1
6846,Maasmechelen,50.9797558,5.7018474,Limburg,Oceanië,Australië,Concert,0
6847,Maasmechelen,50.9797558,5.7018474,Limburg,Oceanië,Australië,Tentoonstelling,1
6848,Maasmechelen,50.9797558,5.7018474,Limburg,Oceanië,Australië,podium,0
6849,Maasmechelen,50.9797558,5.7018474,Limburg,Afrika,Marokko,Concert,1
6850,Maasmechelen,50.9797558,5.7018474,Limburg,Afrika,Marokko,Tentoonstelling,0
6851,Maasmechelen,50.9797558,5.7018474,Limburg,Afrika,Marokko,podium,0
6852,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,Turkije,Concert,0
6853,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,Turkije,Tentoonstelling,5
6854,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,Turkije,podium,0
6855,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,China,Concert,1
6856,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,China,Tentoonstelling,0
6857,Maasmechelen,50.9797558,5.7018474,Limburg,Azië,China,podium,0
6858,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Nederland,Concert,0
6859,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Nederland,Tentoonstelling,0
6860,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Nederland,podium,1
6861,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Italië,Concert,3
6862,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Italië,Tentoonstelling,0
6863,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Italië,podium,0
6864,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Duitsland,Concert,2
6865,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Duitsland,Tentoonstelling,0
6866,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Duitsland,podium,0
6867,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Griekenland,Concert,0
6868,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Griekenland,Tentoonstelling,1
6869,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Griekenland,podium,0
6870,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Polen,Concert,1
6871,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Polen,Tentoonstelling,0
6872,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Polen,podium,0
6873,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Oostenrijk,Concert,2
6874,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Oostenrijk,Tentoonstelling,0
6875,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Oostenrijk,podium,0
6876,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Tsjechië,Concert,1
6877,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Tsjechië,Tentoonstelling,0
6878,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Tsjechië,podium,0
6879,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Frankrijk,Concert,1
6880,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Frankrijk,Tentoonstelling,0
6881,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Frankrijk,podium,0
6882,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Spanje,Concert,1
6883,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Spanje,Tentoonstelling,0
6884,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Spanje,podium,0
6885,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Zweden,Concert,1
6886,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Zweden,Tentoonstelling,0
6887,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Zweden,podium,0
6888,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Verenigd Koninkrijk,Concert,1
6889,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Verenigd Koninkrijk,Tentoonstelling,0
6890,Maasmechelen,50.9797558,5.7018474,Limburg,Europa,Verenigd Koninkrijk,podium,0
6891,Maasmechelen,50.9797558,5.7018474,Limburg,Noord-Amerika,Canada,Concert,0
6892,Maasmechelen,50.9797558,5.7018474,Limburg,Noord-Amerika,Canada,Tentoonstelling,1
6893,Maasmechelen,50.9797558,5.7018474,Limburg,Noord-Amerika,Canada,podium,0
6894,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Noord-Amerika,Verenigde Staten,Concert,0
6895,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
6896,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Noord-Amerika,Verenigde Staten,podium,4
6897,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Azië,Palestina,Concert,0
6898,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Azië,Palestina,Tentoonstelling,1
6899,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Azië,Palestina,podium,0
6900,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Albanië,Concert,0
6901,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Albanië,Tentoonstelling,0
6902,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Albanië,podium,2
6903,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Roemenië,Concert,0
6904,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Roemenië,Tentoonstelling,2
6905,Huldenberg,50.7885995,4.5880687,Flemish Brabant,Europa,Roemenië,podium,0
6906,Wevelgem,50.8089296,3.1836033,West Flanders,Noord-Amerika,Verenigde Staten,Concert,0
6907,Wevelgem,50.8089296,3.1836033,West Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
6908,Wevelgem,50.8089296,3.1836033,West Flanders,Noord-Amerika,Verenigde Staten,podium,7
6909,Wevelgem,50.8089296,3.1836033,West Flanders,Azië,Japan,Concert,0
6910,Wevelgem,50.8089296,3.1836033,West Flanders,Azië,Japan,Tentoonstelling,0
6911,Wevelgem,50.8089296,3.1836033,West Flanders,Azië,Japan,podium,4
