,Gemeente,Latitude,Longitude,Provincie,Continent,Land,Discipline,Frequentie
0,Asse,50.909373,4.2005478,Flemish Brabant,Noord-Amerika,Verenigde Staten,Concert,1
1,Asse,50.909373,4.2005478,Flemish Brabant,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
2,Asse,50.909373,4.2005478,Flemish Brabant,Noord-Amerika,Verenigde Staten,podium,0
3,Asse,50.909373,4.2005478,Flemish Brabant,Zuid-Amerika,Argentinië,Concert,1
4,Asse,50.909373,4.2005478,Flemish Brabant,Zuid-Amerika,Argentinië,Tentoonstelling,0
5,Asse,50.909373,4.2005478,Flemish Brabant,Zuid-Amerika,Argentinië,podium,0
6,Asse,50.909373,4.2005478,Flemish Brabant,Azië,Turkije,Concert,0
7,Asse,50.909373,4.2005478,Flemish Brabant,Azië,Turkije,Tentoonstelling,1
8,Asse,50.909373,4.2005478,Flemish Brabant,Azië,Turkije,podium,0
9,Asse,50.909373,4.2005478,Flemish Brabant,Azië,China,Concert,0
10,Asse,50.909373,4.2005478,Flemish Brabant,Azië,China,Tentoonstelling,0
11,Asse,50.909373,4.2005478,Flemish Brabant,Azië,China,podium,1
12,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Nederland,Concert,1
13,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Nederland,Tentoonstelling,0
14,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Nederland,podium,0
15,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Duitsland,Concert,3
16,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Duitsland,Tentoonstelling,0
17,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Duitsland,podium,0
18,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Portugal,Concert,0
19,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Portugal,Tentoonstelling,1
20,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Portugal,podium,0
21,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Letland,Concert,1
22,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Letland,Tentoonstelling,0
23,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Letland,podium,0
24,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Polen,Concert,0
25,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Polen,Tentoonstelling,1
26,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Polen,podium,0
27,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Oostenrijk,Concert,0
28,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Oostenrijk,Tentoonstelling,0
29,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Oostenrijk,podium,1
30,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Rusland,Concert,1
31,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Rusland,Tentoonstelling,0
32,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Rusland,podium,0
33,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Frankrijk,Concert,1
34,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,0
35,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Frankrijk,podium,0
36,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,1
37,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
38,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,0
39,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Spanje,Concert,1
40,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Spanje,Tentoonstelling,0
41,Asse,50.909373,4.2005478,Flemish Brabant,Europa,Spanje,podium,0
42,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zimbabwe,Concert,0
43,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zimbabwe,Tentoonstelling,1
44,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zimbabwe,podium,0
45,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zambia,Concert,0
46,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zambia,Tentoonstelling,1
47,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Zambia,podium,0
48,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Namibië,Concert,0
49,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Namibië,Tentoonstelling,1
50,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Namibië,podium,0
51,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Marokko,Concert,0
52,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Marokko,Tentoonstelling,1
53,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Marokko,podium,0
54,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Botswana,Concert,0
55,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Botswana,Tentoonstelling,1
56,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Botswana,podium,0
57,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Seychellen,Concert,0
58,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Seychellen,Tentoonstelling,1
59,Asse,50.909373,4.2005478,Flemish Brabant,Afrika,Seychellen,podium,0
60,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Oekraïne,Concert,0
61,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Oekraïne,Tentoonstelling,0
62,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Oekraïne,podium,2
63,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Italië,Concert,0
64,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Italië,Tentoonstelling,1
65,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Italië,podium,0
66,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Duitsland,Concert,0
67,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Duitsland,Tentoonstelling,2
68,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Duitsland,podium,0
69,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Frankrijk,Concert,0
70,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,0
71,Steenokkerzeel,50.90793,4.51349,Flemish Brabant,Europa,Frankrijk,podium,1
72,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Estland,Concert,0
73,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Estland,Tentoonstelling,2
74,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Estland,podium,0
75,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
76,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
77,Ichtegem,51.0928306,3.0106116,West Flanders,Europa,Verenigd Koninkrijk,podium,1
78,Hulshout,51.0747105,4.7917762,Antwerp,Europa,Frankrijk,Concert,0
79,Hulshout,51.0747105,4.7917762,Antwerp,Europa,Frankrijk,Tentoonstelling,0
80,Hulshout,51.0747105,4.7917762,Antwerp,Europa,Frankrijk,podium,1
81,Overijse,50.77381,4.53475,Flemish Brabant,Centraal-Amerika,Cuba,Concert,1
82,Overijse,50.77381,4.53475,Flemish Brabant,Centraal-Amerika,Cuba,Tentoonstelling,0
83,Overijse,50.77381,4.53475,Flemish Brabant,Centraal-Amerika,Cuba,podium,0
84,Overijse,50.77381,4.53475,Flemish Brabant,Afrika,Zuid-Afrika,Concert,1
85,Overijse,50.77381,4.53475,Flemish Brabant,Afrika,Zuid-Afrika,Tentoonstelling,0
86,Overijse,50.77381,4.53475,Flemish Brabant,Afrika,Zuid-Afrika,podium,0
87,Overijse,50.77381,4.53475,Flemish Brabant,Noord-Amerika,Verenigde Staten,Concert,1
88,Overijse,50.77381,4.53475,Flemish Brabant,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
89,Overijse,50.77381,4.53475,Flemish Brabant,Noord-Amerika,Verenigde Staten,podium,0
90,Overijse,50.77381,4.53475,Flemish Brabant,Zuid-Amerika,Argentinië,Concert,1
91,Overijse,50.77381,4.53475,Flemish Brabant,Zuid-Amerika,Argentinië,Tentoonstelling,0
92,Overijse,50.77381,4.53475,Flemish Brabant,Zuid-Amerika,Argentinië,podium,0
93,Overijse,50.77381,4.53475,Flemish Brabant,Azië,Bahrein,Concert,1
94,Overijse,50.77381,4.53475,Flemish Brabant,Azië,Bahrein,Tentoonstelling,0
95,Overijse,50.77381,4.53475,Flemish Brabant,Azië,Bahrein,podium,0
96,Overijse,50.77381,4.53475,Flemish Brabant,Azië,India,Concert,1
97,Overijse,50.77381,4.53475,Flemish Brabant,Azië,India,Tentoonstelling,0
98,Overijse,50.77381,4.53475,Flemish Brabant,Azië,India,podium,0
99,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Nederland,Concert,4
100,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Nederland,Tentoonstelling,0
101,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Nederland,podium,0
102,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Italië,Concert,1
103,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Italië,Tentoonstelling,0
104,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Italië,podium,0
105,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Duitsland,Concert,6
106,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Duitsland,Tentoonstelling,0
107,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Duitsland,podium,0
108,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Letland,Concert,1
109,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Letland,Tentoonstelling,0
110,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Letland,podium,0
111,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Rusland,Concert,0
112,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Rusland,Tentoonstelling,0
113,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Rusland,podium,2
114,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Portugal,Concert,2
115,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Portugal,Tentoonstelling,0
116,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Portugal,podium,0
117,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,4
118,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
119,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,0
120,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Frankrijk,Concert,2
121,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Frankrijk,Tentoonstelling,0
122,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Frankrijk,podium,0
123,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Spanje,Concert,2
124,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Spanje,Tentoonstelling,0
125,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Spanje,podium,0
126,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Denemarken,Concert,4
127,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Denemarken,Tentoonstelling,0
128,Overijse,50.77381,4.53475,Flemish Brabant,Europa,Denemarken,podium,0
129,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Afrika,Rwanda,Concert,0
130,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Afrika,Rwanda,Tentoonstelling,0
131,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Afrika,Rwanda,podium,1
132,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Europa,Verenigd Koninkrijk,Concert,0
133,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Europa,Verenigd Koninkrijk,Tentoonstelling,0
134,Hoeilaart,50.7674863,4.4740458,Flemish Brabant,Europa,Verenigd Koninkrijk,podium,1
135,Veurne,51.073159,2.6680341,West Flanders,Azië,Thailand,Concert,0
136,Veurne,51.073159,2.6680341,West Flanders,Azië,Thailand,Tentoonstelling,1
137,Veurne,51.073159,2.6680341,West Flanders,Azië,Thailand,podium,0
138,Veurne,51.073159,2.6680341,West Flanders,Europa,Nederland,Concert,0
139,Veurne,51.073159,2.6680341,West Flanders,Europa,Nederland,Tentoonstelling,1
140,Veurne,51.073159,2.6680341,West Flanders,Europa,Nederland,podium,0
141,Veurne,51.073159,2.6680341,West Flanders,Europa,Letland,Concert,0
142,Veurne,51.073159,2.6680341,West Flanders,Europa,Letland,Tentoonstelling,1
143,Veurne,51.073159,2.6680341,West Flanders,Europa,Letland,podium,0
144,Veurne,51.073159,2.6680341,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
145,Veurne,51.073159,2.6680341,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,1
146,Veurne,51.073159,2.6680341,West Flanders,Europa,Verenigd Koninkrijk,podium,0
147,Veurne,51.073159,2.6680341,West Flanders,Europa,Frankrijk,Concert,0
148,Veurne,51.073159,2.6680341,West Flanders,Europa,Frankrijk,Tentoonstelling,1
149,Veurne,51.073159,2.6680341,West Flanders,Europa,Frankrijk,podium,0
150,Veurne,51.073159,2.6680341,West Flanders,Europa,Spanje,Concert,0
151,Veurne,51.073159,2.6680341,West Flanders,Europa,Spanje,Tentoonstelling,3
152,Veurne,51.073159,2.6680341,West Flanders,Europa,Spanje,podium,0
153,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Canada,Concert,0
154,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Canada,Tentoonstelling,4
155,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Canada,podium,0
156,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Verenigde Staten,Concert,0
157,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
158,Lede,50.9658595,3.9773738,East Flanders,Noord-Amerika,Verenigde Staten,podium,2
159,Lede,50.9658595,3.9773738,East Flanders,Azië,China,Concert,0
160,Lede,50.9658595,3.9773738,East Flanders,Azië,China,Tentoonstelling,0
161,Lede,50.9658595,3.9773738,East Flanders,Azië,China,podium,3
162,Lede,50.9658595,3.9773738,East Flanders,Azië,Thailand,Concert,0
163,Lede,50.9658595,3.9773738,East Flanders,Azië,Thailand,Tentoonstelling,4
164,Lede,50.9658595,3.9773738,East Flanders,Azië,Thailand,podium,0
165,Lede,50.9658595,3.9773738,East Flanders,Europa,Nederland,Concert,0
166,Lede,50.9658595,3.9773738,East Flanders,Europa,Nederland,Tentoonstelling,2
167,Lede,50.9658595,3.9773738,East Flanders,Europa,Nederland,podium,0
168,Lede,50.9658595,3.9773738,East Flanders,Europa,Duitsland,Concert,0
169,Lede,50.9658595,3.9773738,East Flanders,Europa,Duitsland,Tentoonstelling,4
170,Lede,50.9658595,3.9773738,East Flanders,Europa,Duitsland,podium,0
171,Lede,50.9658595,3.9773738,East Flanders,Europa,Portugal,Concert,0
172,Lede,50.9658595,3.9773738,East Flanders,Europa,Portugal,Tentoonstelling,4
173,Lede,50.9658595,3.9773738,East Flanders,Europa,Portugal,podium,0
174,Lede,50.9658595,3.9773738,East Flanders,Europa,Oostenrijk,Concert,0
175,Lede,50.9658595,3.9773738,East Flanders,Europa,Oostenrijk,Tentoonstelling,2
176,Lede,50.9658595,3.9773738,East Flanders,Europa,Oostenrijk,podium,0
177,Lede,50.9658595,3.9773738,East Flanders,Europa,Frankrijk,Concert,0
178,Lede,50.9658595,3.9773738,East Flanders,Europa,Frankrijk,Tentoonstelling,2
179,Lede,50.9658595,3.9773738,East Flanders,Europa,Frankrijk,podium,0
180,Lede,50.9658595,3.9773738,East Flanders,Europa,Verenigd Koninkrijk,Concert,0
181,Lede,50.9658595,3.9773738,East Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,4
182,Lede,50.9658595,3.9773738,East Flanders,Europa,Verenigd Koninkrijk,podium,0
183,Lede,50.9658595,3.9773738,East Flanders,Europa,Zweden,Concert,0
184,Lede,50.9658595,3.9773738,East Flanders,Europa,Zweden,Tentoonstelling,2
185,Lede,50.9658595,3.9773738,East Flanders,Europa,Zweden,podium,0
186,Hamme,51.090201,4.1402689,East Flanders,Noord-Amerika,Verenigde Staten,Concert,0
187,Hamme,51.090201,4.1402689,East Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
188,Hamme,51.090201,4.1402689,East Flanders,Noord-Amerika,Verenigde Staten,podium,1
189,Hamme,51.090201,4.1402689,East Flanders,Azië,Turkije,Concert,0
190,Hamme,51.090201,4.1402689,East Flanders,Azië,Turkije,Tentoonstelling,3
191,Hamme,51.090201,4.1402689,East Flanders,Azië,Turkije,podium,0
192,Hamme,51.090201,4.1402689,East Flanders,Europa,Nederland,Concert,0
193,Hamme,51.090201,4.1402689,East Flanders,Europa,Nederland,Tentoonstelling,0
194,Hamme,51.090201,4.1402689,East Flanders,Europa,Nederland,podium,3
195,Hamme,51.090201,4.1402689,East Flanders,Europa,Italië,Concert,1
196,Hamme,51.090201,4.1402689,East Flanders,Europa,Italië,Tentoonstelling,0
197,Hamme,51.090201,4.1402689,East Flanders,Europa,Italië,podium,0
198,Hamme,51.090201,4.1402689,East Flanders,Europa,Zwitserland,Concert,0
199,Hamme,51.090201,4.1402689,East Flanders,Europa,Zwitserland,Tentoonstelling,1
200,Hamme,51.090201,4.1402689,East Flanders,Europa,Zwitserland,podium,0
201,Hamme,51.090201,4.1402689,East Flanders,Europa,Rusland,Concert,0
202,Hamme,51.090201,4.1402689,East Flanders,Europa,Rusland,Tentoonstelling,0
203,Hamme,51.090201,4.1402689,East Flanders,Europa,Rusland,podium,1
204,Hamme,51.090201,4.1402689,East Flanders,Europa,Oostenrijk,Concert,0
205,Hamme,51.090201,4.1402689,East Flanders,Europa,Oostenrijk,Tentoonstelling,0
206,Hamme,51.090201,4.1402689,East Flanders,Europa,Oostenrijk,podium,1
207,Hamme,51.090201,4.1402689,East Flanders,Europa,Finland,Concert,0
208,Hamme,51.090201,4.1402689,East Flanders,Europa,Finland,Tentoonstelling,0
209,Hamme,51.090201,4.1402689,East Flanders,Europa,Finland,podium,1
210,Hamme,51.090201,4.1402689,East Flanders,Europa,Frankrijk,Concert,1
211,Hamme,51.090201,4.1402689,East Flanders,Europa,Frankrijk,Tentoonstelling,0
212,Hamme,51.090201,4.1402689,East Flanders,Europa,Frankrijk,podium,0
213,Hamme,51.090201,4.1402689,East Flanders,Europa,Verenigd Koninkrijk,Concert,1
214,Hamme,51.090201,4.1402689,East Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
215,Hamme,51.090201,4.1402689,East Flanders,Europa,Verenigd Koninkrijk,podium,0
216,Hamme,51.090201,4.1402689,East Flanders,Europa,Kroatië,Concert,0
217,Hamme,51.090201,4.1402689,East Flanders,Europa,Kroatië,Tentoonstelling,0
218,Hamme,51.090201,4.1402689,East Flanders,Europa,Kroatië,podium,1
219,Hamme,51.090201,4.1402689,East Flanders,Europa,Spanje,Concert,1
220,Hamme,51.090201,4.1402689,East Flanders,Europa,Spanje,Tentoonstelling,0
221,Hamme,51.090201,4.1402689,East Flanders,Europa,Spanje,podium,0
222,Hamme,51.090201,4.1402689,East Flanders,Afrika,Marokko,Concert,0
223,Hamme,51.090201,4.1402689,East Flanders,Afrika,Marokko,Tentoonstelling,2
224,Hamme,51.090201,4.1402689,East Flanders,Afrika,Marokko,podium,0
225,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Canada,Concert,0
226,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Canada,Tentoonstelling,1
227,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Canada,podium,0
228,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Verenigde Staten,Concert,0
229,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,0
230,Wielsbeke,50.9099425,3.3724874,West Flanders,Noord-Amerika,Verenigde Staten,podium,1
231,Wielsbeke,50.9099425,3.3724874,West Flanders,Azië,Japan,Concert,0
232,Wielsbeke,50.9099425,3.3724874,West Flanders,Azië,Japan,Tentoonstelling,0
233,Wielsbeke,50.9099425,3.3724874,West Flanders,Azië,Japan,podium,1
234,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Frankrijk,Concert,0
235,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Frankrijk,Tentoonstelling,1
236,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Frankrijk,podium,0
237,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Verenigd Koninkrijk,Concert,0
238,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
239,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Verenigd Koninkrijk,podium,1
240,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Spanje,Concert,0
241,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Spanje,Tentoonstelling,0
242,Wielsbeke,50.9099425,3.3724874,West Flanders,Europa,Spanje,podium,1
243,Borgloon,50.80613,5.34302,Limburg,Afrika,Congo-Kinshasa,Concert,0
244,Borgloon,50.80613,5.34302,Limburg,Afrika,Congo-Kinshasa,Tentoonstelling,0
245,Borgloon,50.80613,5.34302,Limburg,Afrika,Congo-Kinshasa,podium,1
246,Borgloon,50.80613,5.34302,Limburg,Europa,Nederland,Concert,0
247,Borgloon,50.80613,5.34302,Limburg,Europa,Nederland,Tentoonstelling,0
248,Borgloon,50.80613,5.34302,Limburg,Europa,Nederland,podium,3
249,Borgloon,50.80613,5.34302,Limburg,Europa,Italië,Concert,0
250,Borgloon,50.80613,5.34302,Limburg,Europa,Italië,Tentoonstelling,1
251,Borgloon,50.80613,5.34302,Limburg,Europa,Italië,podium,0
252,Borgloon,50.80613,5.34302,Limburg,Europa,Frankrijk,Concert,0
253,Borgloon,50.80613,5.34302,Limburg,Europa,Frankrijk,Tentoonstelling,0
254,Borgloon,50.80613,5.34302,Limburg,Europa,Frankrijk,podium,5
255,Wetteren,51.0029052,3.8896697,East Flanders,Centraal-Amerika,Cuba,Concert,0
256,Wetteren,51.0029052,3.8896697,East Flanders,Centraal-Amerika,Cuba,Tentoonstelling,1
257,Wetteren,51.0029052,3.8896697,East Flanders,Centraal-Amerika,Cuba,podium,0
258,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Eritrea,Concert,0
259,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Eritrea,Tentoonstelling,1
260,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Eritrea,podium,0
261,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Congo-Kinshasa,Concert,0
262,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Congo-Kinshasa,Tentoonstelling,1
263,Wetteren,51.0029052,3.8896697,East Flanders,Afrika,Congo-Kinshasa,podium,0
264,Wetteren,51.0029052,3.8896697,East Flanders,Noord-Amerika,Verenigde Staten,Concert,0
265,Wetteren,51.0029052,3.8896697,East Flanders,Noord-Amerika,Verenigde Staten,Tentoonstelling,1
266,Wetteren,51.0029052,3.8896697,East Flanders,Noord-Amerika,Verenigde Staten,podium,0
267,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Argentinië,Concert,1
268,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Argentinië,Tentoonstelling,0
269,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Argentinië,podium,0
270,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Brazilië,Concert,0
271,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Brazilië,Tentoonstelling,1
272,Wetteren,51.0029052,3.8896697,East Flanders,Zuid-Amerika,Brazilië,podium,0
273,Wetteren,51.0029052,3.8896697,East Flanders,Azië,China,Concert,0
274,Wetteren,51.0029052,3.8896697,East Flanders,Azië,China,Tentoonstelling,1
275,Wetteren,51.0029052,3.8896697,East Flanders,Azië,China,podium,0
276,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Israël,Concert,1
277,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Israël,Tentoonstelling,0
278,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Israël,podium,0
279,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Palestina,Concert,1
280,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Palestina,Tentoonstelling,0
281,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Palestina,podium,0
282,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Oezbekistan,Concert,0
283,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Oezbekistan,Tentoonstelling,1
284,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Oezbekistan,podium,0
285,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Turkije,Concert,0
286,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Turkije,Tentoonstelling,1
287,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Turkije,podium,0
288,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Irak,Concert,0
289,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Irak,Tentoonstelling,1
290,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Irak,podium,0
291,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Tunesië,Concert,0
292,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Tunesië,Tentoonstelling,3
293,Wetteren,51.0029052,3.8896697,East Flanders,Azië,Tunesië,podium,0
294,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Italië,Concert,0
295,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Italië,Tentoonstelling,0
296,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Italië,podium,1
297,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Duitsland,Concert,1
298,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Duitsland,Tentoonstelling,0
299,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Duitsland,podium,0
300,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Portugal,Concert,0
301,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Portugal,Tentoonstelling,1
302,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Portugal,podium,0
303,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Albanië,Concert,0
304,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Albanië,Tentoonstelling,1
305,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Albanië,podium,0
306,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Oekraïne,Concert,0
307,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Oekraïne,Tentoonstelling,0
308,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Oekraïne,podium,1
309,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Frankrijk,Concert,0
310,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Frankrijk,Tentoonstelling,0
311,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Frankrijk,podium,1
312,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Verenigd Koninkrijk,Concert,0
313,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Verenigd Koninkrijk,Tentoonstelling,0
314,Wetteren,51.0029052,3.8896697,East Flanders,Europa,Verenigd Koninkrijk,podium,5
